size	Count
1129	8
637	7
429	5
1575	6
2118	1
1225	9
949	8
913	8
1418	5
2341	1
2381	3
809	4
1010	9
1394	4
1453	3
1095	5
2173	3
1063	1
770	3
874	11
1195	3
2420	1
1516	1
1367	10
776	2
2618	1
1040	5
653	6
1152	4
964	5
998	3
655	8
550	3
1210	4
1513	4
771	5
986	4
1245	10
236	2
1638	6
935	4
3222	1
221	2
2562	2
2202	6
1122	3
730	8
848	6
1800	20
2022	1
1436	4
2552	1
1300	8
959	4
2889	1
1577	5
1466	3
1003	5
2175	1
1215	6
1015	9
1682	8
460	5
2342	2
978	4
886	13
1173	7
2210	2
1008	6
2391	1
988	3
967	7
1391	4
5408	1
2500	1
2471	1
1332	4
2483	1
551	7
1036	7
461	8
3546	1
2461	1
1301	10
1243	4
1425	2
1935	1
1311	7
488	4
2129	2
1806	28
1705	16
1641	6
1768	22
1443	6
2600	2
1497	5
1265	43
1177	9
1146	1
765	2
965	5
1263	29
1154	3
1188	13
1375	3
1186	10
1259	21
1398	6
1331	6
563	5
754	6
3039	1
1255	11
1052	10
2457	1
1631	9
694	4
1241	7
1217	4
1246	2
1153	4
2013	3
763	5
934	7
1284	8
2936	1
1473	3
600	4
1938	1
970	4
1202	6
1072	3
1001	5
441	1
912	5
1432	2
1957	1
1253	12
1518	3
1376	4
1464	2
1268	7
1370	3
735	4
918	7
386	5
1415	3
1784	4
1169	6
1374	7
1423	4
982	6
537	4
1254	9
1075	7
928	4
1151	6
1045	3
1228	9
1176	9
2695	1
1168	4
1170	3
1203	9
772	7
2829	1
1356	13
794	7
1143	6
922	9
471	2
1471	5
758	6
624	3
281	3
725	11
870	5
2937	1
1286	12
1083	3
2658	1
616	4
1457	2
1372	8
1163	4
573	10
1172	5
1057	4
999	7
1399	3
185	3
1437	3
1231	5
1247	6
288	4
1220	3
1145	2
1233	7
849	4
485	3
1355	7
1242	4
1166	4
989	9
1156	4
1236	6
873	5
602	9
2296	3
1229	5
884	9
977	4
582	7
1134	2
626	5
1084	1
370	6
1061	8
583	6
1198	1
576	9
919	5
812	10
376	6
1380	13
710	7
789	4
272	3
798	1
678	5
383	4
417	8
605	4
409	5
819	5
525	4
527	6
360	7
2472	1
195	2
405	6
304	5
367	2
352	5
157	2
1857	3
1273	9
326	5
900	8
126	1
473	4
1785	8
622	3
1990	1
319	7
1981	2
239	5
325	6
1758	5
408	5
270	5
974	2
404	3
192	1
2145	1
1774	6
660	8
356	3
1911	2
1706	13
811	7
234	4
531	6
198	4
958	2
1877	5
1205	5
1882	1
1333	4
864	5
1544	4
3291	1
1369	15
1552	4
1270	5
1371	11
1876	3
1914	3
2193	2
1221	4
1692	31
1556	2
687	6
2128	2
1318	8
1916	1
1388	2
1491	7
1445	8
1026	6
995	6
1555	4
1378	4
1570	2
2911	1
1303	10
1328	5
2086	2
1890	3
1446	3
1884	2
1607	5
1540	2
1531	7
2433	1
2481	1
1334	2
904	9
1668	18
985	4
3387	1
1554	3
1117	3
1885	4
1918	2
1615	5
1859	2
1888	2
901	7
1640	5
1891	3
2339	3
1760	5
1542	5
1844	1
1572	5
1798	15
1502	4
1900	4
1868	3
1770	49
1704	24
1653	7
1050	26
2243	2
971	4
1697	53
1028	6
1703	10
1898	3
1817	3
2910	1
1481	3
1971	4
1351	4
879	8
1350	5
872	6
1894	2
1808	26
2178	5
1385	3
1866	3
1459	3
1830	3
1828	7
1750	3
1509	4
1101	7
1127	4
1287	10
1969	2
1931	2
1456	2
1421	3
1441	4
