size	Count
1458	3
1405	2
938	2
1423	5
521	3
584	2
836	3
428	1
1265	2
625	1
954	3
716	2
1362	3
1020	5
1309	8
1469	3
933	3
1181	5
764	6
483	2
704	7
1052	4
918	1
1482	2
1367	2
1430	2
674	1
875	2
1112	1
1073	4
319	2
1332	2
953	5
1281	3
542	2
839	1
363	2
1258	3
439	3
402	2
1335	4
783	5
1027	7
1150	3
522	1
1057	6
1064	3
1099	1
1107	2
1368	3
1058	7
1002	2
1080	1
1125	2
482	1
755	3
1450	1
986	5
666	1
1341	5
514	2
1126	2
1261	1
668	3
1336	1
1357	2
1516	8
1145	1
1048	3
567	5
776	3
864	2
583	3
1085	2
539	2
1066	1
948	3
1311	4
1277	2
566	6
256	1
463	5
588	1
813	2
991	4
661	3
633	3
1298	3
461	8
1426	5
560	1
993	4
526	5
311	2
1282	3
1274	6
959	2
660	1
886	4
530	9
495	3
1499	8
250	3
1225	4
1110	2
1470	6
1409	5
1358	4
1216	2
1128	3
359	2
568	5
460	11
527	4
408	2
892	2
1446	6
858	8
412	1
421	1
1059	2
1151	2
480	2
284	1
140	1
352	2
553	2
608	1
838	3
478	1
1259	2
1220	3
1008	2
945	1
680	2
735	2
742	3
906	2
1028	2
916	1
168	1
1361	2
852	2
577	3
860	4
1176	3
1389	6
1421	5
702	4
1454	5
599	1
1060	2
270	3
734	1
345	1
823	1
389	1
499	2
594	1
648	3
449	6
1305	3
1206	4
691	1
1096	4
1162	2
381	2
1385	2
1321	4
872	3
1088	1
1215	1
1120	2
689	3
876	4
682	3
1204	3
589	2
358	2
1241	2
850	2
262	1
1353	1
769	2
808	3
657	3
1036	1
782	5
1063	2
1132	1
1139	1
1218	4
1163	1
1355	5
1010	5
1074	4
1006	3
246	1
180	1
241	1
1302	3
1290	3
958	4
1448	7
725	2
686	2
336	1
624	3
902	1
721	1
832	1
820	2
806	5
1081	3
678	1
487	2
853	2
1291	2
1589	5
947	2
767	3
1287	3
1403	2
746	2
939	3
143	2
1384	4
1371	4
1417	1
768	2
909	4
587	1
1156	1
1326	5
994	1
1434	5
434	3
659	2
1399	2
1390	2
486	1
1244	2
1319	2
1411	1
1194	4
554	2
1406	1
1121	1
754	4
1233	2
766	1
1172	2
703	2
1585	2
926	1
676	2
628	2
1189	1
1187	2
334	1
1094	2
1102	1
1459	3
447	4
1248	3
1092	2
743	1
448	3
291	1
655	2
557	2
537	2
1373	1
322	1
513	1
1113	1
441	2
1484	1
740	1
622	2
1348	3
318	2
1084	2
247	2
1303	1
897	1
346	1
1330	1
1360	1
1592	1
1188	2
905	2
922	2
817	1
298	1
1167	1
1437	2
1271	7
341	2
338	1
380	1
1304	2
257	1
927	2
895	1
616	3
1148	2
1424	2
653	2
634	2
551	2
423	1
687	3
866	1
977	3
1124	1
1478	1
818	1
347	1
597	2
1393	4
607	1
419	1
1308	1
1280	1
497	1
1449	1
643	2
1192	2
429	2
515	2
399	1
1242	3
1177	1
842	1
1295	1
1313	1
462	7
1286	2
975	1
904	1
1141	1
1082	1
218	1
854	2
409	1
1003	2
1011	3
357	1
255	1
351	1
418	2
283	1
493	3
679	1
1160	2
951	1
433	1
774	1
197	1
639	2
1157	1
980	1
239	2
337	1
748	2
431	1
373	2
1012	2
669	2
908	3
550	1
244	1
260	1
824	2
1165	4
1226	2
685	2
961	1
651	1
442	2
533	2
645	1
226	1
289	1
681	1
771	1
491	2
563	2
265	1
379	1
1149	2
417	1
887	1
1026	1
979	1
723	1
129	1
1202	1
271	1
602	2
1197	2
663	1
1041	1
946	2
649	1
1152	1
1183	1
243	1
610	2
973	2
786	1
1091	1
835	2
122	1
444	1
613	1
586	1
561	1
1351	1
518	2
544	1
1182	1
1155	1
155	1
261	1
1159	2
391	1
393	2
1117	1
932	1
1363	1
1374	2
1245	1
1136	1
386	1
390	1
161	1
1190	2
163	1
371	1
548	1
1340	1
1083	1
646	1
1296	2
1198	1
1106	1
1164	1
1147	1
1104	1
1055	1
1005	1
940	1
285	1
484	1
881	1
662	2
631	1
627	3
590	1
350	1
231	1
272	1
