size	Count
2392	9
2024	16
2808	3
4067	3
2340	2
3044	9
3817	1
3154	5
2751	4
2668	4
1634	16
3413	13
3059	9
2224	13
1282	7
2058	17
3706	8
1988	9
3650	8
1905	5
4087	4
3416	14
3969	2
7609	3
2144	12
1933	8
3392	12
3648	5
4225	4
7371	3
4485	7
4499	15
1788	7
2254	15
7618	3
4323	9
2942	5
2732	3
6077	3
2723	7
1297	10
8386	23
3131	11
4166	10
2674	6
8501	1
8389	9
1623	9
4101	3
1561	4
994	2
7270	3
2924	4
1834	5
29210	1
2884	121
6191	1
3447	100
1171	3
4048	3
3623	5
4762	2
4851	1
5616	2
4512	17
2629	3
968	3
3386	8
2811	2
3963	3
2082	2
8721	1
2506	13
685	8
4633	3
2532	62
1844	3
2398	7
2533	119
2646	3
2172	32
2828	3
1795	3
8077	2
8348	5
7235	1
4681	4
4507	17
2468	29
3345	5
4380	3
2395	3
4188	4
2124	4
1803	3
4524	6
3250	5
3535	4
1493	6
3685	14
2079	6
492	2
4530	23
5039	3
4438	2
1581	12
4480	6
4377	1
1636	19
7615	1
4006	2
4182	8
2387	9
3192	10
431	5
1436	4
3776	3
2059	17
4503	10
4139	4
1612	5
1512	7
1555	7
5190	1
4508	20
2909	6
2443	13
2118	6
3220	9
1271	10
4150	4
4271	7
4450	1
4189	3
4186	5
1345	12
2310	7
1745	3
396	2
2117	7
1819	7
2369	9
3414	13
2460	10
1174	2
4280	6
1278	12
8628	5
1949	7
5108	2
3172	11
1392	6
3276	4
4056	4
7936	2
2839	7
1582	13
2256	17
4950	1
1940	2
3443	28
2757	4
4318	5
2666	2
3032	5
684	11
432	7
3801	2
252	1
2412	5
12765	1
2270	8
3303	6
2304	3
1381	9
1330	5
1815	4
4511	17
2403	6
3115	8
1329	9
1472	10
4216	6
2241	9
3083	8
1857	3
2450	12
4149	7
3123	8
3343	7
1184	3
10736	1
3638	4
4468	7
4109	1
4427	9
8991	2
7557	2
1878	5
849	1
4447	5
1643	18
5149	1
5273	1
2141	9
1586	12
3390	8
8413	1
2097	5
1568	6
4352	4
6835	1
2767	4
3278	5
3847	3
2008	9
2471	19
7249	2
3090	8
7547	3
4538	137
3277	3
3162	7
2155	18
1778	6
3139	6
7641	3
4369	2
1770	5
4883	1
3234	5
2236	12
3093	12
3034	10
2279	8
1240	3
4181	9
1192	3
8041	5
7951	3
3088	6
3133	11
3147	9
1273	6
3125	9
2612	3
3258	3
1828	7
1047	4
1375	6
4141	2
364	1
5107	4
3653	4
3376	13
1369	15
2167	17
4568	4
4138	1
3340	6
3068	6
5773	1
2385	10
1277	13
1313	6
6091	2
3024	5
9195	1
2323	5
3184	2
3182	5
1703	10
2620	4
3231	6
4268	3
4405	4
8002	3
3296	1
6926	1
1323	7
1904	11
2784	5
1327	12
3291	7
3004	4
8464	3
8025	2
1328	13
2139	8
7382	2
4183	7
1423	5
2240	7
2467	12
4386	8
4821	3
1310	8
4531	13
3051	8
4131	8
2197	6
3152	7
966	3
8356	4
3636	6
1307	7
830	2
2827	6
1066	3
4068	1
8026	3
2390	7
3435	15
1754	5
2527	43
4081	3
2521	16
2500	14
4596	2
8088	3
4521	10
7366	2
2907	5
1723	7
1338	9
4510	18
2456	8
499	4
8353	3
2060	13
7969	5
3824	4
3751	2
2375	14
1428	6
1621	14
3896	3
8109	3
900	3
5006	3
3273	2
4401	6
1997	5
