size	Count
1299	1
881	3
1103	2
846	3
690	1
364	1
1207	2
1402	4
911	4
779	2
907	3
1324	1
1465	44
1178	3
1135	6
1224	4
1279	2
773	1
1519	2
1241	3
495	5
1264	2
1417	3
1272	2
562	1
1182	2
1171	2
778	2
947	4
687	4
734	3
479	1
305	1
1044	6
473	2
399	1
1206	2
766	2
915	10
862	5
1006	2
989	2
980	3
609	1
466	2
1197	3
1086	2
1008	4
774	1
859	3
1157	9
601	5
901	2
613	1
1371	6
1481	3
572	1
419	2
1429	4
1190	2
1390	3
371	1
180	3
130	1
1221	2
1287	4
1294	2
333	1
1508	6
1291	1
197	1
1109	2
1385	8
717	1
1242	3
1129	3
1270	3
725	3
1434	7
1317	2
556	2
580	2
951	4
819	1
499	1
880	7
218	1
1403	2
946	4
621	4
709	1
1357	3
1488	8
1196	3
1277	1
1100	2
1024	3
1276	3
526	3
172	1
551	1
1002	5
1003	1
1121	5
1115	1
175	1
702	3
125	1
441	1
1013	3
491	1
528	2
1293	2
1082	2
871	1
1504	4
1164	2
761	1
1102	2
1033	3
754	1
1341	2
899	3
1194	1
318	1
230	1
320	1
1521	4
736	1
1111	1
1331	2
1209	3
531	1
512	1
1234	3
724	1
1319	1
1081	3
1275	4
811	3
910	4
1285	2
1046	2
1095	5
1014	4
416	1
600	1
767	1
978	3
1160	2
484	2
1222	1
850	2
681	2
555	1
1068	6
530	3
1342	2
1220	2
896	2
715	1
1361	1
1389	4
1162	6
789	3
771	1
383	1
1173	3
425	1
608	1
615	1
648	2
1202	3
699	2
582	2
802	5
1066	1
227	1
651	1
1313	2
1240	2
959	3
1235	2
1067	1
1292	1
358	1
1035	2
1350	4
799	1
221	1
321	2
496	1
1038	1
820	1
327	1
1018	2
1435	5
1130	3
1223	4
1250	3
243	1
852	1
1458	6
547	1
938	2
1216	3
627	1
489	1
375	1
588	1
494	1
429	2
560	1
1191	2
513	1
645	1
1355	3
1269	1
1593	1
536	1
597	4
1452	7
948	1
481	1
731	2
187	1
707	1
1229	4
671	1
977	1
1322	2
477	3
1039	1
1396	3
839	1
605	1
953	2
923	2
614	1
480	1
857	1
851	1
999	1
235	1
1384	1
541	2
1084	3
173	1
931	3
620	1
1343	1
969	3
1072	2
631	2
1432	2
751	1
1131	3
457	1
1027	1
350	1
800	2
1080	2
818	1
1356	5
216	1
1257	4
805	1
1198	2
703	2
1363	2
181	1
511	1
1185	1
519	1
1210	3
937	2
1310	1
1590	1
1408	1
1340	3
237	1
913	1
967	3
891	2
1347	1
1215	2
713	1
1433	1
500	1
981	1
594	3
1186	1
952	3
738	1
539	1
930	1
1227	1
1273	1
793	2
558	1
638	1
641	1
403	1
957	1
1336	1
389	1
1274	1
1133	2
525	1
178	1
1236	1
604	1
1251	2
1392	3
1437	1
1268	3
875	1
982	1
812	3
385	2
794	1
1061	2
984	1
1359	1
656	1
1332	1
611	1
286	1
815	1
752	2
1312	1
905	1
546	1
378	1
1393	1
338	1
695	1
1076	1
843	1
813	1
788	1
692	1
537	1
768	2
1127	1
873	1
1071	1
780	1
654	1
898	2
750	1
1368	1
1009	1
148	1
357	1
1309	1
855	1
991	1
710	1
454	1
295	1
1339	1
313	1
517	1
727	1
908	1
763	1
